,Published_At,Comment_ID,Comment,Replies,Likes,all_eng
5073,['2023-08-24T00:33:37Z'],['UgxXiDl6CUQ9rpJq-9N4AaABAg'],"waaa bhai 18 hour&#39;s mein 5.7 million views, almost 8 9 lack. income good 🎉🎉🎉🎉🎉",[0],[0],waaa bhai 18 hour39s mein 57 million views almost 8 9 lack income good
5077,['2023-08-24T00:26:47Z'],['UgwuChPcAY7GhosiBfN4AaABAg'],proud indian good luck,[0],[0],proud indian good luck
5078,['2023-08-24T00:23:17Z'],['UgzJGlIhUJMdM3rKqeh4AaABAg'],hat&#39;s guy team share much insights.,[0],[5],hat39s guy team share much insights
5079,['2023-08-24T00:22:02Z'],['UgxjZxURr0_e6yKYSn54AaABAg'],"first time, #1 tranding 😂😂😂",[1],[3],first time 1 tranding
5080,['2023-08-24T00:17:57Z'],['UgxRbACNLM4utkgvoil4AaABAg'],it&#39;s trending #01 🔥 proud indian 🇮🇳✌️ chandrayaan 3 finally landed successfully ✌️,[34],[3680],it39s trending 01 proud indian chandrayaan 3 finally landed successfully
5081,['2023-08-24T00:17:00Z'],['Ugx_MqkPSD1qwBHRH_t4AaABAg'],proud indian 🇮🇳 jai hind 🇮🇳 like indian ❤👍 pls,[0],[1],proud indian jai hind like indian pls
5082,['2023-08-24T00:14:52Z'],['UgwnGdwH6EQhORYnpz14AaABAg'],looks like 80s video game. gonna fake atleast make look legit folks. 😂😂 get indians stop sh!ting puddle bath drink,[2],[1],looks like 80s video game gonna fake atleast make look legit folks get indians stop shting puddle bath drink
5083,['2023-08-24T00:14:26Z'],['Ugy2PeOnNIF2c4j09Q94AaABAg'],bhak bc...you lesser terrorists....,[1],[1],bhak bcyou lesser terrorists
5084,['2023-08-24T00:14:07Z'],['UgyaFL0QwRxxzAkDg-14AaABAg'],look who&#39;s talking germa sephord,[4],[2],look who39s talking germa sephord
5085,['2023-08-24T00:12:14Z'],['UgwGDly8YaIBOcDuujN4AaABAg'],congratulations isro pakistan,[0],[0],congratulations isro pakistan
5086,['2023-08-24T00:07:49Z'],['UgwiviTGZAHW3kptgkV4AaABAg'],naya youtube bahut achcha laga 💪❤️🔥,[0],[0],naya youtube bahut achcha laga
5087,['2023-08-24T00:07:22Z'],['Ugwp4a5wM-NTNq8wa7F4AaABAg'],1 lunar day = 14 earth day idiot,[2],[2],1 lunar day 14 earth day idiot
5088,['2023-08-24T00:07:12Z'],['UgywlxAi8IcrGgN86MB4AaABAg'],dhurv engineer mohammad ali mirza islami schooler best ❤,[0],[1],dhurv engineer mohammad ali mirza islami schooler best
5091,['2023-08-24T00:03:47Z'],['Ugyj10r0dCUlkS566b54AaABAg'],informative vedio 👌👌🎁🎁🎉🎉🎉❤❤,[0],[0],informative vedio
5092,['2023-08-24T00:03:30Z'],['Ugz8wnd0lWm8_9hg7oV4AaABAg'],guys misic end videos,[2],[1],guys misic end videos
5093,['2023-08-23T23:57:32Z'],['Ugz40MVq-6RR8JXSTH94AaABAg'],everything temporary dhruv simple solid tee permanent😂,[0],[1],everything temporary dhruv simple solid tee permanent
5094,['2023-08-23T23:50:33Z'],['Ugw3w3IYhg2YQ7VIXxd4AaABAg'],already started studying aerospace help chatgpt &amp; books pdfs 😂,[0],[1],already started studying aerospace help chatgpt amp books pdfs
5095,['2023-08-23T23:47:39Z'],['Ugx4gkbyCCRmgjQAZvN4AaABAg'],mera desh 🇮🇳❤️,[0],[0],mera desh
5096,['2023-08-23T23:46:36Z'],['UgyZDiM4h3zLIqW1gKp4AaABAg'],wow 17 hours 5.4 million views 😊😊😊😊,[0],[0],wow 17 hours 54 million views
5097,['2023-08-23T23:44:06Z'],['UgwKeS0FSWS90ZvS2dx4AaABAg'],chandaa mama abb dur k nhi pass k hh 😂 jai ho.,[0],[0],chandaa mama abb dur k nhi pass k hh jai ho
5098,['2023-08-23T23:42:24Z'],['Ugwu1T6iebGDm8EbKZt4AaABAg'],"wion news, reporter praised scientist engineers made mission success. importantly didn’t leave country higher paying job outside even though qualified. indian government treat well terms compensation well deserved bonuses. day pride india.",[0],[2],wion news reporter praised scientist engineers made mission success importantly didnt leave country higher paying job outside even though qualified indian government treat well terms compensation well deserved bonuses day pride india
5099,['2023-08-23T23:40:52Z'],['UgyKEzIVGYklomDG-GN4AaABAg'],thanks pm narendra modi🇮🇳🇮🇳🇮🇳,[2],[1],thanks pm narendra modi
5100,['2023-08-23T23:40:42Z'],['UgyMKw72A9nE9Yb2QD14AaABAg'],everything temporary dhruv rathee&#39;s t-shirt parmanent 😂😂,[0],[0],everything temporary dhruv rathee39s tshirt parmanent
5101,['2023-08-23T23:39:22Z'],['Ugwkbv_eB4XOxbbyPSN4AaABAg'],hatts isro..🇮🇳 congratulations pakistan🇵🇰 whole world far behind u.... u it❤,[0],[0],hatts isro congratulations pakistan whole world far behind u u it
5102,['2023-08-23T23:38:50Z'],['Ugwy2CIk1h66ELSdp754AaABAg'],chatgpt jo aapke parents ki baato ko bakhubi janta hai next level perfection 😂,[0],[0],chatgpt jo aapke parents ki baato ko bakhubi janta hai next level perfection
5103,['2023-08-23T23:38:30Z'],['UgxWRER5PbeWM5htxN54AaABAg'],congratulations india. pakistan historic events. claps fir team indian nation.,[0],[1],congratulations india pakistan historic events claps fir team indian nation
5104,['2023-08-23T23:36:04Z'],['UgyKP6JyG0POi0LzsEx4AaABAg'],omg! trending no.1 &amp; 6m views 17hrs😊,[0],[3],omg trending no1 amp 6m views 17hrs
5105,['2023-08-23T23:31:25Z'],['UgwbND5f9acgIOvvYkl4AaABAg'],1 number par trending tube👍,[0],[3],1 number par trending tube
5108,['2023-08-23T23:29:17Z'],['UgxJXlujgc_vsYciJuh4AaABAg'],colour apollo mission 😂😂😂😂,[0],[0],colour apollo mission
5109,['2023-08-23T23:25:18Z'],['Ugy4k1dbjUxWQbqTXlZ4AaABAg'],i&#39;m biggest fan ❤️ i&#39;m always ❤🎉,[0],[2],i39m biggest fan i39m always
5110,['2023-08-23T23:21:18Z'],['Ugz0t67i7AZE9QpF-uV4AaABAg'],proud isro hearty congratulations indians 🇧🇩,[0],[1],proud isro hearty congratulations indians
5111,['2023-08-23T23:20:37Z'],['Ugyge9aO8xjFrBd3tfd4AaABAg'],god-bless india🤘🤘 🇮🇳 ♥️,[0],[1],godbless india
5112,['2023-08-23T23:19:07Z'],['UgyzzosFbSZxnDD8OGB4AaABAg'],bhai ek baat batao tumhari county koi content bacha hi nai kya jo india pehi sare video banate hi 😑,[1],[0],bhai ek baat batao tumhari county koi content bacha hi nai kya jo india pehi sare video banate hi
5113,['2023-08-23T23:18:48Z'],['UgzuopMso6hLNieTxTh4AaABAg'],🇮🇳 nepali feel goosebumps ❤ yahoo great india 🇮🇳,[0],[10],nepali feel goosebumps yahoo great india
5114,['2023-08-23T23:17:21Z'],['Ugw7b3c-qhnMxwS_ush4AaABAg'],tere pass bhi pink hole h😊,[2],[1],tere pass bhi pink hole h
5115,['2023-08-23T23:14:48Z'],['Ugy3zM9B8XQtIBdaDxl4AaABAg'],isro :- :- indian :- space r :-research :- organisation salute \u0001fae1\u0001fae1\u0001fae1 isro teem 🇮🇳 🙏 proud indian scientist 🥼 🇮🇳❤,[0],[5],isro indian space r research organisation salute u0001fae1u0001fae1u0001fae1 isro teem proud indian scientist
5118,['2023-08-23T23:10:17Z'],['UgyLgl_KAN7DT2nB1k54AaABAg'],dhruv rathee brother oldest suscriber 1k suscriber today feel proud see youtube trending 1 love ❤,[0],[7],dhruv rathee brother oldest suscriber 1k suscriber today feel proud see youtube trending 1 love
5119,['2023-08-23T23:10:06Z'],['UgwmSXUHtA-HlMxzELh4AaABAg'],would great see 3 chandrayaan stories big screen adaptation.. mission chandrayaan ❤ anyone .. mission mangal great movie mars,[0],[0],would great see 3 chandrayaan stories big screen adaptation mission chandrayaan anyone mission mangal great movie mars
5122,['2023-08-23T22:49:50Z'],['UgzIxRfL9-RpAaXRtSx4AaABAg'],congratulations india... well-done...i&#39;m pakistani,[0],[0],congratulations india welldonei39m pakistani
5124,['2023-08-23T22:48:13Z'],['UgxgVyoCEu1MmTlQlNF4AaABAg'],sorry indians. theres landing moon. because.. still impossible. fun money got state-subventions.,[2],[0],sorry indians theres landing moon because still impossible fun money got statesubventions
5125,['2023-08-23T22:48:06Z'],['Ugw4xBm79SKUtuDA_EJ4AaABAg'],proud moment countries humans achieve lunar landing. pakistani congratulate indian nation success. proud moment country.,[9],[109],proud moment countries humans achieve lunar landing pakistani congratulate indian nation success proud moment country
5126,['2023-08-23T22:47:51Z'],['UgyMtbkcdzAw3YxgqSR4AaABAg'],chandrayan 2 hacked hua tha,[0],[0],chandrayan 2 hacked hua tha
5127,['2023-08-23T22:45:50Z'],['UgxWX9YHw6tK0AonzId4AaABAg'],rohit se kamar youtube channel naam youtube,[0],[0],rohit se kamar youtube channel naam youtube
5128,['2023-08-23T22:45:35Z'],['Ugzo-FveilUjGFzfv4t4AaABAg'],rohit sk,[0],[0],rohit sk
5129,['2023-08-23T22:45:26Z'],['UgxWXbOeWlbJxT-xEvh4AaABAg'],youtube chalane naam america,[0],[0],youtube chalane naam america
5131,['2023-08-23T22:44:28Z'],['Ugw0MAiglQ1FgxvwJTl4AaABAg'],"alhamdulillah, &amp; congratulations india already moon.❤❤",[0],[1],alhamdulillah amp congratulations india already moon
5133,['2023-08-23T22:41:00Z'],['UgxUtY_pTyTrZne58AF4AaABAg'],bro make video africa treasure foult,[0],[0],bro make video africa treasure foult
5134,['2023-08-23T22:40:34Z'],['UgzQ3IVDha8JqQGfxcp4AaABAg'],millions people india lives poverty dying due lack food water - yet india waste billions space programmes - shame dont feel proud cos blood hand !!,[8],[2],millions people india lives poverty dying due lack food water yet india waste billions space programmes shame dont feel proud cos blood hand
5135,['2023-08-23T22:37:52Z'],['Ugwx3awX77_zglAqYjd4AaABAg'],congratulations india love guys,[0],[0],congratulations india love guys
5136,['2023-08-23T22:37:29Z'],['UgyojtXJ-jj2Q9V45qB4AaABAg'],many congratulations love ♥ 🇵🇰,[0],[0],many congratulations love
5137,['2023-08-23T22:36:23Z'],['Ugyg7vV89V_ybeByhCl4AaABAg'],trading 1 bro,[0],[1],trading 1 bro
5138,['2023-08-23T22:36:22Z'],['UgxheEentPB3IpvYijh4AaABAg'],"feeling proud now,🥺🥺",[0],[1],feeling proud now
5139,['2023-08-23T22:31:21Z'],['UgxvbzqbCwDYN5pfBUR4AaABAg'],jai ho modi ji ......isro jindabaad,[0],[1],jai ho modi ji isro jindabaad
5140,['2023-08-23T22:25:23Z'],['UgyYwcNNCOy0kO0IZk14AaABAg'],benefit sending chandrayaan 3,[3],[1],benefit sending chandrayaan 3
5141,['2023-08-23T22:25:10Z'],['UgxwS4ewBkEslNg6qD14AaABAg'],bohot acchi video thi saare confusion door ho gye,[0],[0],bohot acchi video thi saare confusion door ho gye
5143,['2023-08-23T22:22:05Z'],['UgxfWyHWF1EGPclAyfZ4AaABAg'],hat&#39;s dhruv bhaiya team 👌😍,[0],[1],hat39s dhruv bhaiya team
5144,['2023-08-23T22:18:35Z'],['Ugz2CJo27SGZy0J-KI14AaABAg'],congratulation training number 1🎉❤❤,[0],[0],congratulation training number 1
5146,['2023-08-23T22:18:03Z'],['UgwfYpV2KJRiu6myNkJ4AaABAg'],"desh drohi tareef kar rhe hai ,dharuv rathi desh drohi hai",[1],[0],desh drohi tareef kar rhe hai dharuv rathi desh drohi hai
5147,['2023-08-23T22:16:19Z'],['UgyiqMbW2EJJIzln3vB4AaABAg'],"stepping side moon, today make history doubted ability, today make witnesses. hearty congratulations best wishes scientists isro. hard work, dedication honesty, safe landing chandrayaan-3 possible",[0],[0],stepping side moon today make history doubted ability today make witnesses hearty congratulations best wishes scientists isro hard work dedication honesty safe landing chandrayaan3 possible
5149,['2023-08-23T22:15:03Z'],['UgwD4xSV6W2Y0TuYGWZ4AaABAg'],best wishes indian. proud u,[0],[0],best wishes indian proud u
5150,['2023-08-23T22:13:34Z'],['Ugwp8zq0np3D4E-yhu94AaABAg'],teaches like none ❤❤,[0],[0],teaches like none
5151,['2023-08-23T22:13:32Z'],['Ugws7Lyg4_kgjDgI5HJ4AaABAg'],"uneducated guy earning several croes giving false information copy paste informations others , madrassa passout joker watching jokery help living luxery life, ask qualifications knowledge .. pathetic see modern india jokers like creatures earning money huge gaining huge wealth..",[0],[2],uneducated guy earning several croes giving false information copy paste informations others madrassa passout joker watching jokery help living luxery life ask qualifications knowledge pathetic see modern india jokers like creatures earning money huge gaining huge wealth
5153,['2023-08-23T22:11:40Z'],['Ugx6_mL7NoWuki6eeRF4AaABAg'],congratulations team india chandryan 3 successfully landed,[0],[0],congratulations team india chandryan 3 successfully landed
5154,['2023-08-23T22:11:17Z'],['UgxUEYNo5bYoL7F4ix14AaABAg'],dhruv rathee khud apne aap ek media hai salute ❤,[0],[0],dhruv rathee khud apne aap ek media hai salute
5155,['2023-08-23T22:10:58Z'],['UgwDciG4w3CGL3mgSkh4AaABAg'],yes u deserve congratulations pakistan.❤,[0],[0],yes u deserve congratulations pakistan
5156,['2023-08-23T22:10:01Z'],['Ugw4W1Vfioi-y_TE_xN4AaABAg'],dhruv rathee se milna chahiye hamare desh ke pm ko. itna aacha tarikese video bana hai public 100 persant samaj rahe honge thank video ❤,[0],[0],dhruv rathee se milna chahiye hamare desh ke pm ko itna aacha tarikese video bana hai public 100 persant samaj rahe honge thank video
5157,['2023-08-23T22:09:52Z'],['UgwZ17mxIJgYu6DkGiB4AaABAg'],good knowledge man 👍,[0],[0],good knowledge man
5158,['2023-08-23T22:09:46Z'],['UgxyYZ0knoNEcmHT4a94AaABAg'],bjp big w,[0],[0],bjp big w
5160,['2023-08-23T22:06:37Z'],['Ugw0Rnvcb2LDbs7VAkt4AaABAg'],bro make video &quot;genghis khan&quot;,[1],[0],bro make video quotgenghis khanquot
5161,['2023-08-23T22:05:09Z'],['Ugwqt8XdUh5_3jnnBSl4AaABAg'],dhruv bro accha bhai ek bat sachi bolna tumhe kuch log pasand kyu nahi karte galiya dete hai tumko kyu bro why?,[1],[0],dhruv bro accha bhai ek bat sachi bolna tumhe kuch log pasand kyu nahi karte galiya dete hai tumko kyu bro why
5162,['2023-08-23T22:04:18Z'],['UgwLn4KCbLtz38YK-jJ4AaABAg'],"mene ye cheez live dekhi par badi unique tareeke se, undergarments ki dukaan par uncle dekh kar rahe toh unn ke sath dekh li 😂",[0],[0],mene ye cheez live dekhi par badi unique tareeke se undergarments ki dukaan par uncle dekh kar rahe toh unn ke sath dekh li
5163,['2023-08-23T22:02:26Z'],['Ugz4vTzjAxFhASuRXcN4AaABAg'],hi dhruv please make video simpson prediction . 😅how work,[0],[0],hi dhruv please make video simpson prediction how work
5164,['2023-08-23T22:02:24Z'],['Ugx0Xy7I0HrZHAQi_Up4AaABAg'],thanks sharing leveled missions,[0],[0],thanks sharing leveled missions
5165,['2023-08-23T22:02:17Z'],['UgwT7YuKNRBmlbi0xMt4AaABAg'],itne paisa garibo ko dedete,[4],[0],itne paisa garibo ko dedete
5166,['2023-08-23T22:02:04Z'],['UgzTw-kWCGoQsbhScSd4AaABAg'],bas isme bhi bodi ji ka hasta huwa photo laga ke advertisement na kare😂,[0],[0],bas isme bhi bodi ji ka hasta huwa photo laga ke advertisement na kare
5168,['2023-08-23T22:01:21Z'],['UgyEx7xh-jqxWN1QIgd4AaABAg'],bangladeshi love history much 🇧🇩🇧🇩,[0],[0],bangladeshi love history much
5170,['2023-08-23T22:00:48Z'],['UgxbtfQQ1IeC4FJvLsl4AaABAg'],wish see shirt 😅❤❤but way explain things appreciated.,[0],[1],wish see shirt but way explain things appreciated
5171,['2023-08-23T22:00:16Z'],['UgztZ-gYYElzqzHdsXl4AaABAg'],jai hind..... isro best..... modi. modi,[0],[0],jai hind isro best modi modi
5172,['2023-08-23T21:58:19Z'],['Ugyj0K70zjueOZFSTZF4AaABAg'],keep bro,[0],[0],keep bro
5173,['2023-08-23T21:58:18Z'],['UgwIGD8xL6LIFc1qcrB4AaABAg'],तुम बीसी caption से exclamation hatao bhsd k,[0],[0],caption exclamation hatao bhsd k
5174,['2023-08-23T21:57:57Z'],['Ugzafi3BLBYSr2Olk8J4AaABAg'],chandrayaan 3 successfully landed south pole moon. congrats isro 🇮🇳,[0],[0],chandrayaan 3 successfully landed south pole moon congrats isro
5176,['2023-08-23T21:55:06Z'],['Ugz7DiNYzYTx7tyi3up4AaABAg'],wow super👍🏼👌✨bahot hi badiya tarike se details smjaya aapne.thank you😊,[0],[0],wow superbahot hi badiya tarike se details smjaya aapnethank you
5178,['2023-08-23T21:52:35Z'],['UgyIuM_7UwULREwHC1V4AaABAg'],"congratulations neighbour country india, it&#39;s really milestone. 👏👏👏 🇵🇰",[5],[17],congratulations neighbour country india it39s really milestone
5179,['2023-08-23T21:52:25Z'],['Ugwf_0izYJzVcbfLBrp4AaABAg'],tuu pakistan see naa 😅😅😂😂,[0],[0],tuu pakistan see naa
5180,['2023-08-23T21:51:18Z'],['UgwNOXy6n55EEsCuJsF4AaABAg'],"<b>our indian&#39;s chandrayaan-3</b> successful landing @ moon makes us mega celebration especially schools colleges die-hard dedicated work done isro team &amp; related institutions. <b>chandrayaan-3 hero&#39;s</b> also come forward &amp; fan following public domain benchmark students get lesson potential-minds, skillful-hands &amp; fruitful-mission new inventions, ideas &amp; progress. <b>in past time</b> indians also done extra ordinary jobs &amp; enrolled outstanding capability across world. <b>we, 140 crores indian&#39;s</b> need express love &amp; respect other, working unitedly beloved country taj mahal made history seven wonders world. anwar masih uddin s/o dr. sayed baha uddin",[0],[2],bour indian39s chandrayaan3b successful landing moon makes us mega celebration especially schools colleges diehard dedicated work done isro team amp related institutions bchandrayaan3 hero39sb also come forward amp fan following public domain benchmark students get lesson potentialminds skillfulhands amp fruitfulmission new inventions ideas amp progress bin past timeb indians also done extra ordinary jobs amp enrolled outstanding capability across world bwe 140 crores indian39sb need express love amp respect other working unitedly beloved country taj mahal made history seven wonders world anwar masih uddin so dr sayed baha uddin
5181,['2023-08-23T21:50:38Z'],['UgzWiHgHSZfIA3cqOI14AaABAg'],proud isro scientists hard work make possible hero.,[0],[0],proud isro scientists hard work make possible hero
5182,['2023-08-23T21:49:36Z'],['Ugy8YYXXm8gX0_pEqjx4AaABAg'],isro. indian space research organization.,[0],[0],isro indian space research organization
5183,['2023-08-23T21:49:14Z'],['Ugzs8VYIVa4t-4dOsV94AaABAg'],i&#39;m proud isro country ❤🇮🇳,[0],[0],i39m proud isro country
5184,['2023-08-23T21:48:47Z'],['UgxuZ-5uj7ysIE0jAGh4AaABAg'],🙏thanks crystal clear explanation,[0],[0],thanks crystal clear explanation
5187,['2023-08-23T21:47:01Z'],['Ugw4KFvWO56xfWQKwH14AaABAg'],agr insan chand pr bhi jaenge inshallah din ki dawat k lie daii waha tak bhi ponchega .,[0],[2],agr insan chand pr bhi jaenge inshallah din ki dawat k lie daii waha tak bhi ponchega
5188,['2023-08-23T21:46:37Z'],['Ugyre1zgRuaWTP1GAeF4AaABAg'],"explanation always masterpiece... proud moment indians, chandrayaan 3 landing..",[0],[8],explanation always masterpiece proud moment indians chandrayaan 3 landing
5189,['2023-08-23T21:46:21Z'],['Ugw8AT3TTeHhNvcDi9R4AaABAg'],"itna brain 🧠 chand pe kya hai, use dhundh ne ke liye ketna time waist keya. agar ishe jaga aap use khoj yaa dundh liya jaye kya khub ho ga. chand 🌙 suraj 🌞 kis ne banaya jo hame kya khub fayda deya hai. use dhundhe dunya akhirat kamyabi le gi",[0],[0],itna brain chand pe kya hai use dhundh ne ke liye ketna time waist keya agar ishe jaga aap use khoj yaa dundh liya jaye kya khub ho ga chand suraj kis ne banaya jo hame kya khub fayda deya hai use dhundhe dunya akhirat kamyabi le gi
5191,['2023-08-23T21:44:57Z'],['UgyjFpc5_cZRx9mKnnV4AaABAg'],duniya ko chootiya banaya hua hy big countries ne. neil armstrong ne qadam rakha aur aj technology itni taraki kr gai uske baad aj tak koi neil armstrong nhe ban ska q k neil armstrong mission aik fraud tha.,[0],[0],duniya ko chootiya banaya hua hy big countries ne neil armstrong ne qadam rakha aur aj technology itni taraki kr gai uske baad aj tak koi neil armstrong nhe ban ska q k neil armstrong mission aik fraud tha
5195,['2023-08-23T21:39:51Z'],['Ugwl0irZHK0N8zCUJup4AaABAg'],congratulations trending no. 1,[0],[1],congratulations trending no 1
5196,['2023-08-23T21:39:50Z'],['UgzBAZeHXDNW-tnk5RB4AaABAg'],chalo finally india free poverty unemployment😮,[1],[1],chalo finally india free poverty unemployment
