Cleaned_Comment,Predicted_Sentiment
bhaya yu forgot jaddu retirement ab sab retired,negative
sorry hardik this guy is just phenomenal holding the tears in front of the fans and their abuses in ipl and not able to control those tears after winning the world for his nation respect,positive
the fact hardik booed by only mi and gt fans i never disrespected hardik,negative
bhai mba chay wale ka bhoot bala contribution tha isame,positive
happy retirement to roko and jaddu end of an golden era,positive
hardik bhai champion,positive
ind vs zim ke videos aane chahiye channel pe,negative
spam sorry hardick,negative
rohit sharma was talking about this world cup with kkr coach nair that its his last,negative
happy retirement to jadeja,positive
sorry hardik sorry kohli sorry sharma sorry surya sorry dube,negative
our boys played well love you ict and thanks for everything,positive
ravindra jadeja my favourite player i miss you jaddu rohit kohli,positive
hardik bhai bus maaf kardo,negative
bro i will create this type of video but not view coming,neutral
finally i can sleep and dream about how we won instead of where we lost,positive
bro jadeja also retired,positive
rohit virat and jadeja we will miss them,negative
very very sorry to hardik,negative
hardikprit singh hold my beer,positive
sorrry hardik,negative
arshdeep the most underrated one,negative
bhai scripted nhi hoti hai world cup,positive
sorry hardik i havent say anything but still sorry iam from pakistan,negative
india world cup rahul dravid kya jaise nahin jiti hai mummy ji ki vajah se jiti hai,negative
sorry hardik even though i am a csk supporter,negative
soory pandya,positive
im a but india is a well deserving team to win the cup and im sad for virat and rohit sharma retirement,negative
hardik jaisa koi hardich nhi,negative
sorry kingkum dubey,negative
finally we got it,positive
rohit kholi jaddu retirement,negative
dhoni koi credit lene nahi aaya khud bolta rahta hai hater,negative
asia cup hum kyu bhul gaye wo bhi toh jiti thi ek wtc a jaye ghar kohli amp rohit team main rehte toh maja hi a jayenge,positive
ravindra jadeja bhi retired hogue he,positive
bro i belived in hardik pandya,positive
thank you team india and our legends our goats virat and rohit end of a diamond era,positive
sorry harduu bhai,negative
i would not call it chokeit was purely unreal performance from indian side,negative
hardik badhai ho,negative
sorry suya sorry hardic,negative
it is six siriyas catch,positive
sorry rinku,negative
abh to jaduu ne bhi retirement le liya,negative
sorry hardik shivam dube suryakumar yadav,negative
rohit sharma and virat kohli and ravindra jadeja retirement,positive
tumhare bap lega credit,positive
virat rohit warner decock boult jadeja all are going to retire end of an era,negative
not gods plan jay shah plan,negative
sorry to hardik sorry to surya kumar sorry to shivam,negative
bhai pr wpl nhi jita paya pr,negative
lehra do happy retirement roko,positive
bhau,positive
really arshdeep singhdil of the tournament,positive
jasprit bumrah,positive
even jaddu bhai retired,negative
sorry mistake gai,negative
babu jeet gayi was epic,positive
sorry hardik i am mi fan,positive
end of an trio rohitkohlijadeja,negative
sorry sky and very sorry hardik,negative
hardik pehle ghamad me tha crowd ne uska ghamand toda phir crowd ghamand me aagai ab hardik ne sabka ghamand toda,negative
hardik pehle ghamad me tha crowd ne uska ghand toda phir crowd ghamand me aagai ab hardik ne sabka ghamand toda,negative
jadeja too happy retirement to rohitman king kohli and sir jadeja,positive
happy retirement rohit virat jadeja,positive
sorry hardik you are legend,positive
we are champions iam your big fan,positive
sorry hardik but i am csk fan,positive
bhai khush hu ki india jit gayi dukhi hu ki roko retire ho gaye excited hu ye sochke ki next coach agar gambhir hoga to kesi team banegi,positive
happy retirement to our rohitman sharma virat kohli the king and sir ravindra jadeja and thanks for the contribution to india,positive
ipl awards video,positive
pahul bhai abb jetee ho to ajj sab ke comments ko hearts dedokon kon mere sath hai,positive
finally darwaze pe khushiyaan aagayi,positive
i didnt hate hardik or boo him but i also not support so ssssooorrrrrrryyyyyyy,negative
consultation india from pakistan you deserve it,positive
pahul bhai you are legend you already predict hardik panday do something with bowling hats off to your cricket knowledge,positive
wtc and another odiwc loding,negative
who want roko in ipl,positive
no one is talking about ravindra jadeja,negative
sorry shiwam dube,negative
yuvraj ne bhi sare cup jeete hh virat kohli,negative
sorry hardik and suray,negative
ye match bcci and jay shah ne fix kiya tha last sky ka catch fake tha boundary line peeche thi unko ye proof karna hai ki hum panauti nahi hai aur bcci ko acche se chala rahe hai,positive
sorry suryahardik,negative
sorry hartik bhai and happy retirement roko legend,negative
pandya bumrah broke the probability math,negative
well played team india keep it up,positive
sorry hardik badhiya khela,negative
end of golden era of roko,negative
mba chaiwala memers bro please help for make him chinese and usa president and financial minister,positive
axar patel pit gaya yaar,negative
i still remember how pahul made a sad edit and attached in the video after the loss against australia and how sad he maybe at that time but now he must be very very happy while editing the video which he attached at the end of this video feel you pahul jai hind our boys did it lehra do,negative
lehra doh,negative
maine toh surya aur hardik ko troll he nhi kiya toh m kyu sorry bolu,negative
hardik pandya is god gift allaround,positive
arshdeep dil of the tournament,negative
sorry hardik as well as surya,negative
mission champions trophy and world test championship,positive
we want tanay pahul and deadman collaborationplz,positive
sorry hardik and sky sorry dube you are our,negative
