Cleaned_Comment,Predicted_Sentiment
good choice i spread mine across a few games including roulette they really do have a nice selection of bonuses,POSITIVE
yep planning to use it for some cricket betting theres a big match ive got my eye on this weekend,NEUTRAL
i did grabbed it the moment i registered gives you a nice little boost to explore the games you thinking of signing up,POSITIVE
considering the reload bonuses for next time they seem like a solid choice for keeping the momentum,NEUTRAL
smart move i went with roulette and a bit on blackjack the bonuses make a big difference what games are you eyeing,POSITIVE
im thinking about it especially with the cricket season heating up seems like a good time to take advantage of the extra betting power,POSITIVE
absolutely i signed up and used that bonus right away its a great way to start exploring their games have you decided to dive in yet,POSITIVE
yuvraj also won every world cup,NEUTRAL
richard kettleborough still there,NEUTRAL
sorry har,NEGATIVE
their tech keeps all my deposits safe and makes withdrawing winnings easy as pie,POSITIVE
good to know im going to try out the latenight slots theres a night owl bonus for playing after midnight,POSITIVE
not yet but i saw theres a loyalty program too earn points for playing and get exclusive rewards,NEUTRAL
awesome ill log in this weekend then have you joined any of the live game shows theyre a blast and have unique bonuses,POSITIVE
yep they do weekend specials actually extra spins if you play on saturdays,NEUTRAL
thats cool do they have bonuses for wheel games too i heard those can get pretty exciting,POSITIVE
totally and if youre into crash games they have daily bonuses i won some free plays yesterday,POSITIVE
oh nice i was actually looking at their welcome bonus its pretty generous got some extra cash to play with,POSITIVE
not yet ive been glued to the cricket betting theres a match bonus for new games did you know,POSITIVE
sorry shivam dube,NEGATIVE
sorry hardik sorry suryakumar and sorry dube,NEGATIVE
long off long off surya kumar yadav na pakra ha apni jindagi ka sabse important catch,POSITIVE
kohli ki inning,NEUTRAL
bahi aap itne fit kaise rehte,POSITIVE
fruity,NEUTRAL
sorry hardik dil se,NEGATIVE
as rcb fan sorry hardik,NEGATIVE
happy retirement gujarat ka lion jadeja delhi ka king virat mumbai ka sana hitman,POSITIVE
you poop,NEUTRAL
last clip wos epic,POSITIVE
respect for jay shahpraful,NEUTRAL
sorry hardik and surya im mumbai fan,NEGATIVE
champion ilove you my boys proud of india team,POSITIVE
ganguly also won a icc trophy for us but we,NEUTRAL
but one or retired name is ravindra jadeja,NEUTRAL
sorry hardik sorry surya i mean sir hirdik sir surya,NEGATIVE
treva stravenue,NEUTRAL
ham jeet gaya,NEUTRAL
sorry hardik pandey sir,NEGATIVE
sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik,NEGATIVE
garden me guhmna wale ladke world cup jeetgya,NEUTRAL
its been a month but still happies me,NEUTRAL
he is irreplaceable hardik pandey hit kerdi bro,NEUTRAL
mai to khusi ke maare kitne ghanto tak royi thi,NEUTRAL
happy retirement jakoro,POSITIVE
sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik,NEGATIVE
sorry hardik bhaiiiii,NEGATIVE
hi yess boy gods plan baby gods plan,NEUTRAL
sorry hardik sorry surya bhai,NEGATIVE
sorry hardik please,NEGATIVE
proud of our team,POSITIVE
sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik,NEGATIVE
sorryyyyyyyyyyyyyyyyyyyy hardik,NEUTRAL
me na kabi hardik ko hate nahi kiya,NEGATIVE
bhai panoty umpire ki rehete ham world cup kesse jit gaye,NEUTRAL
sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik sorry hardik,NEGATIVE
cursed finished third umpire richard kettleborough,NEUTRAL
sorry hardake,NEGATIVE
who was trolling the king kohli sorry button,NEGATIVE
saala pahul video kab dale ga rip pahul,NEUTRAL
as a pakistani and football and cricket are the best sport,POSITIVE
sorry hardik and surya and shivam dube,NEGATIVE
sorry hardik and surya and duba,NEGATIVE
sorry fucking hardick,NEGATIVE
sorry hardik i never trolled him but still,NEGATIVE
feeling sad for kholi amp rohit retirement,NEGATIVE
bhaii ape video me background indian team wallpaper lagvo,NEUTRAL
srry hrdk,NEUTRAL
sorry harry bhai,NEGATIVE
new video when,POSITIVE
pahul bhai india zimbabwe series ki video banao,NEUTRAL
ipl kee video,NEUTRAL
last part was the best,POSITIVE
sorry hardik sorry surys,NEGATIVE
ipl awards video kab aayega,NEUTRAL
no its not fair umpire should gave six to last that boundary while sky catched its scripting yaaar brother,NEGATIVE
team india win,POSITIVE
rip pahul,NEUTRAL
rohit or kohli goat hai jo manta hai like kare,NEUTRAL
bhai ab to ipl awards wali video dedo pahil bhaya,NEUTRAL
bhai an new video kis topic par ayegi,POSITIVE
gautam gambhir head coach ke liye video banaoe,NEUTRAL
sorry hardik and also we should produce more allrounders like hardik new gen players nitish reddyetc,POSITIVE
congrats team india love from pakistan,POSITIVE
ye bacche hanunan ji ki shakti bhuul gaye the,NEUTRAL
kum fu pandya,NEUTRAL
love you all boys love youuuuuuu,POSITIVE
hardik pndya ko kabhi hate na dene ka ghamand hai,NEGATIVE
congratulations team india you guys really deserved it from pakistan,POSITIVE
last thing was reletabale,NEUTRAL
aapp bahaut cute ho bhaiyaa,POSITIVE
australia is your papa,NEUTRAL
kaash roko ki achi opening partnership dikh jaati iss world cup mei,NEUTRAL
tum nahi haam sab jit gaye,NEUTRAL
sorrrrryyyy hardik bro,NEUTRAL
india won by how many runs thala for a reason,POSITIVE
jaddu bhii,NEUTRAL
love him or hate him we only have one hardik pandya and he is irreplaceable your appology needs to be as loud as your disrespect was the lines he said gave be goosebumps please pin for me,NEGATIVE
bumrah ke saamne betters kaanpte hai,NEUTRAL
in l,NEUTRAL
im so sorry hardik,NEGATIVE
chapri hardik pandya not champion hardik,NEUTRAL
bhai yuvraj singh also has a winner of all icc trophy,NEUTRAL
freaking hardik pandya bhai sorry jai ho surya bhau,NEGATIVE
proud our boys,POSITIVE
please consider jadaja whole career,POSITIVE
congratulations team india you guys really deserve it,POSITIVE
legends rohit sharma and virat kholi hardik pandya and sky,NEUTRAL
klassan,NEUTRAL
jai sree hari narayan,NEUTRAL
proud of my india,POSITIVE
champion hard hitting and kungfu pandya,NEGATIVE
dont compare rinku with dubey rinku is far better than dubey,POSITIVE
iccindien cricket council,NEUTRAL
end me quotpapa world cup jeet gayequot was epic,POSITIVE
sorry hardik suriya,NEGATIVE
this cinema should be awarded best happy ending ever,POSITIVE
i never troll surya and hardik dukh toh hua tha jab hardik bhai mi me aaye aur team management rohit ko hatadiya lekin log team management se gussa hona chahiye na ki hardik pe,NEUTRAL
sorry hardik bhai full support hp,NEGATIVE
sorryyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy hardik and sky,NEUTRAL
happy retirement rohitkohli and jadeja thank you boys and team india proud,POSITIVE
only wtc left for virat,NEUTRAL
sorry hardik really sorry i truly apologize for all the criticism and hate,NEGATIVE
south africa sari umar joker sari umar choker,NEUTRAL
yayyyyy,NEUTRAL
finally the curse of richard kettleborough broke,NEUTRAL
msd,NEUTRAL
video ke end mai,NEUTRAL
hardik pandeya,NEUTRAL
ab pahal kaha gaye tumahara hardik pe jokes hard pandya pahal,NEGATIVE
india is finally won where is richard kettle brough pakistan miller catch is cheating india,NEUTRAL
but ma ipl ma bhe support karta tha hardik ko iske liye mere mohalle ka log bhi mere ko troll karta tha,NEGATIVE
bhai suryas catch under pressure and hardiks final over will always be remembered in history hardik ne sach me dikhaya comeback kya hota hai mental strength kya hoti hai abhi bhi dil manna nahi chahta ki roko retire ho rahe hain,NEGATIVE
