Unnamed: 0,Negative_Sentence,Sentiment
180,happy retirement kohli rohit and jaddu,"Positive
"
181,sale abhi utha he,"Neutral.
"
182,kon meri tarah subhe se is vdo ka intezar kar rahe the,"Positive
"
183,sorry shurya or hardik,"Negative
"
184,best batsman king kohli best captain hitman sharma,"Positive
"
185,bhai virat kohli or rohit sharma ke jadeja ne bhi retirement leliya,"Negative
"
186,prafull billore the man the myth,"Positive
"
187,sorry hardik because i am a mumbai indians fans,"Negative
"
188,i never can believe that rohit and kohli has gonna be retired but india congratulation love from bangladesh,"Positive
"
189,ab toh jadeja ne bhi retirement announce karli,"Negative
"
190,indian mans kute is,"Negative
"
191,gods plan baby rinku is lucky charm,"Positive
"
192,jadeja also retires,"Neutral
"
193,thala for a ression,"Neutral
"
194,thank u rohirat,"Positive
"
195,end of era roko,"Neutral
"
196,bhai jadeja ne bi,"Neutral
"
197,everyone played really well but suryas catch won the match,"Positive
"
198,if a indian regular player is choking in ipl before an icc event he is just preparing for the best,"Positive
"
199,ravindra jadeja bhi ritayar ho gya just,"Negative
"
200,koi inhe retirement lene se roko,"Negative
"
201,sorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry suryasorry hardik sorry surya,"Negative
"
202,bro as pakistani we also wanted india to winnnnnn congaratulations to you all,"Positive
"
203,happy retirement to rohit kholi and jadeja,"Positive
"
204,after the match i got emotional for my india and i am crying after seeing south african,"Negative
"
205,jaddu v retired ho gaya,"Neutral
"
206,ro ko ke bina me cricket kaise deku ga,"Negative
"
207,bye roko,"Neutral
"
208,jsjdjfjdjmf,"Neutral
"
209,sorry hardik bhai shak kiya,"Negative
"
210,emotional is rohit sharma amp virat kohli,"Neutral
"
211,aab too trophy jit gaye he pahul bhai reply de he do,"Positive
"
212,congratulations to all but we won under that curse umpire,"Negative
"
213,kis kis ko concurar sun kar bgmi ki yaad ayi,"Neutral.
"
214,ending was verryy funny,"Positive
"
215,jadeja bhi retired ho gya hao,"Negative
"
216,end of an beautiful era happy retirement roko we are proud of you,"Positive
"
217,virat king for a reason,"Positive
"
218,iam mi fan but i never hate hardik,"Neutral
"
219,pahul bhai jadeja retire ho gaya,"Neutral
"
220,jaddu retires,"Neutral
"
221,roko mt joe,"Neutral
"
222,jaddu bhi retire,"Neutral
"
223,sad fact rohit didnt think of his retirement before he made that decision in the press conference only because virat also retired and it was the best occasion for him to retire,"Negative
"
224,congratulations team india and happy retirement to kohli and rohit,"Positive
"
225,thanks a lot pahul arshdeep ko vo recognition dene ke lie jo he deserves not saying he was better than bumrah but he was equal,"Positive
"
226,is this comment older than video,"Neutral
"
227,sorry surya hardik,"Negative
"
228,newest ab mera comment hoga,"Neutral
"
229,sorry hardik ipl me gali ab management ko dunga,"Negative
"
230,chokli bolne vaale dikh nahi rahe hain but bro you should also talk about sa performance,"Neutral
"
231,sorry hardeep,"Negative
"
232,sad,"Negative
"
233,bhai es bande ne hardik ko troll kara this,"Negative
"
234,after surya catch i started crying respect for hardik bumrah arshdeep kohli rohit axar inning whole team performance,"Positive
"
235,as a neplali a celebration the victory,"Positive
"
236,sorry hardik and surya legends,"Negative
"
237,sorry pandya and congratulations,"Neutral
"
238,thoda slow thi bas,"Negative
"
239,sry,"Negative
"
240,happy retirement virat kohli king happy retirement rohit sharma happy retirement rahul dravid congratulations all india tem,"Positive
"
241,matter king,"Neutral
"
242,jadeja retairment announcement,"Neutral
"
243,boys played well,"Positive
"
244,ravender jedeja retarment,"Neutral
"
245,jadeja reterment,"Neutral
"
246,le me who dont hate anyone,"Neutral
"
247,sorry hardik bahi,"Negative
"
248,is this comment older than the video,"Neutral
"
249,happy retirement roko end of golden era,"Neutral
"
250,jadeja ne bhi retirement le liya bhai,"Negative
"
251,man of the match prafull billore since he supported south africa,"Positive
"
252,happy retirement ravindra jadeja,"Positive
"
253,sorry hardik sorry surya sorry dube waise mene boo nhi ki pr phir bhi,"Negative
"
254,sorry kungfu pandya and sky,"Negative
"
255,harpreet singh harhardikpreetjaspreetsingharshdeep,"Neutral
"
256,sorry hardikdubeysurya,"Negative
"
257,champion virat kohli rohit sharma,"Positive
"
258,now its time for our indian football hockey team to become world cup champion,"Positive
"
259,sorry hardrik and sorry surya,"Negative
"
260,sorry harthik and surya,"Negative
"
261,sorry kung fu pandya par maine surya ko troll nhi kiya tha,"Negative
"
262,kaha gaye hardik haters salo sub maafi maango jaldi,"Negative
"
263,uk how virat was finding rohit it was real bond,"Positive
"
264,khada hu aab bhi wahi lehraa doo,"Neutral.
"
265,surya took millers catch surya caught the world cup directly in his hands,"Positive
"
266,respect button of king kohli,"Positive
"
267,jadeja bhi retired ho gya,"Negative
"
268,sorry hardik pandya bhai,"Negative
"
269,x factor mba chaiwala,"Neutral
"
270,sorry hardik bhai aap ke upar shakh karne ke liye,"Negative
"
271,sorry hpsky and sd,"Negative
"
272,sorry hardik surya and dube,"Negative
"
273,from chapri pandya to champion pandya the transformation has been incredible took the wickets of dangerous miller amp klassen,"Positive
"
274,maine hardik ko kabhi bura nahi kaha lekin tabhi sorry hardik,"Negative
"
275,ravindra jadeja also gone,"Negative
"
276,sorry harry,"Negative
"
277,sorry clutch player,"Negative
"
278,noob south africa,"Neutral
"
279,sorry hardik and surya for all the trolling,"Negative
"
280,sorry harddik and sky,"Negative
"
281,jadu ne bhi retirement announce kar di hain,"Neutral
"
282,jadeja is announce retirement,"Neutral
"
283,sorry hardik ji,"Negative
"
284,please dont hate jadeja,"Negative
"
285,sorry hardik but really proud of the whole team,"Neutral
"
286,sorru hardik and sky,"Neutral
"
287,happy retirement king and hitman,"Neutral
"
288,jadeja ne bhi retirement,"Neutral
"
289,happy retirement roko and jaddu,"Positive
"
290,bhaiya subha mar gay tha kya,"Negative
"
291,love our bous,"Positive
"
292,hardik pandya ka biopic aane wala hai likhke rakhlo,"Neutral
"
293,happy retirement for ro ko,"Positive
"
294,happy retirement kohli rohit and jaddu thanks for your every little and large contribution jai hind jai bharat,"Positive
"
295,gods plan baby gods plan,"Positive
"
296,hardik pandiya wow,"Positive
"
297,vai jadeja vi retired ho gaya,"Negative
"
298,jadeja bhi le lia,"Neutral
"
299,one like for ro ko,"Positive
"
0,my mental health was just saved by skys catch,"Positive
"
1,where is nikkar giveaway,"Neutral
"
2,thank you jadeja,"Positive
"
3,ravinder jadeja ne bhi retirement le li bhai,"Neutral
"
4,the man the myththe legends,"Positive
"
5,icc champions trophy winning button pak me jakar pak ko pelenge rohit and virat jakar,"Negative
"
6,jadeja bhi retirement,"Neutral
"
7,bhai jaadu bhi le liya retirement,"Neutral
"
8,bno one can beat pahuls prediction power during the match he predicted hardik to take millers wicket on the last over b,"Positive
"
9,bhai jadeja bhi retired ho gaye aaj yeh news true hai kya,"Negative
"
10,sirf vhi log like krenge jo chahte h ki india champions trophy jite,"Positive
"
11,jaddu bhi retire ho gaya,"Negative
"
12,sadness for roko,"Negative
"
13,hardik is a clutch player for us,"Positive
"
14,roko inhone doosro ko world cup lene se rok diya,"Negative
"
15,the real champions india bharat,"Positive
"
16,like for virat,"Positive
"
17,pak be like india hacker hai bhai hacker hai,"Negative
"
18,virat kohli and rohit sharma retirement,"Neutral
"
19,rohit thanks virat for your jadeja contribution retirement,"Neutral
"
20,jadeja ne bhi leliya,"Neutral
"
21,bhai pahul god,"Neutral
"
22,sidhu paaji ki commentary se pareshan log like here,"Negative
"
23,ab toh jadeja ne bhi retirement announce kardi,"Negative
"
24,i cried for kohli and rohitmy favourite players of all time love from pakistanlove to all indian and congratulations,"Positive
"
25,maa kasam jisne like nahi kiya wo pakka exam mrin fail ho jayega,"Negative
"
26,jindagi main pahli vaar wait kiya premier ka,"Positive
"
27,jaddu also took retirement,"Neutral
"
28,videoaagyi yeee,"Positive
"
29,happy retirement to roko thanks for everything,"Positive
"
30,broadcasting favoured india all matches during the day and no dew factor in any match,"Negative
"
31,kuch jyada jaldi nhi aa gyi video,"Neutral
"
32,cant express the feeling,"Neutral
"
33,rohit kholi happy retirement ye din me hamesha yaad rakhuga,"Positive
"
34,love you both the legends rohit and virat,"Positive
"
35,today my barthday but no like,"Negative
"
36,thank you pahul for entertaining us daily,"Positive
"
37,virat and rohit,"Neutral
"
38,happy retirement to roko they both are best players,"Positive
"
39,as an indian fans now me quotab mai kya bolu yrrquot feeling bhaiyyo feeling,"Neutral
"
40,like for india to win champions trophy,"Positive
"
41,happy retirement to rohitvirat and jaddu but we will miss you our legends,"Positive
"
42,without roko david warner boulty kane i cant watch cricket,"Negative
"
43,happy retired roko,"Positive
"
44,those who missing rohit and virat,"Negative
"
45,jadeja retires,"Neutral
"
46,jadeja took retirement,"Neutral
"
47,im here,"Neutral
"
48,rip pahul abhi tak kaha tha ham video ka kitni der se wait kar rage the,"Negative
"
49,happy retirement to rohit sharma and virat kohli,"Positive
"
50,ek time ke liye goti mu me tha,"Neutral.
"
51,bro retirement,"Neutral
"
52,hardik the game changer and boom boom,"Positive
"
53,australia england or south africa ko karake dikhadiya hum kon hai,"Positive
"
54,if you think kohli and rohit should not retire,"Positive
"
55,hyy brooo,"Positive
"
56,roko the end of an era,"Neutral
"
57,pehle king phir hitman ab jaddu,"Positive
"
58,andi mandi shandi agar mera comment like nhi kiya toh,"Negative
"
59,we miss u kohli and rohit,"Negative
"
60,sasrikal sariya nu khatak,"Neutral.
"
61,easy or west pahul bhai always late,"Negative
"
62,congratulations to all ict fan,"Positive
"
63,jaddu also announced retirement,"Neutral
"
64,much awaited video,"Positive
"
65,bhai rohit and virat ke bina mann nhi lagega yarr match dekhne me,"Negative
"
66,kha mar gi tu,"Neutral.
"
67,loves from pakistan,"Positive
"
68,ro ko end of era,"Negative
"
69,does anyone noticed that in surya s catch boundary roap was shifted backwards please see it again,"Negative
"
70,after roko jaddu also retire,"Negative
"
71,love you the hitman rohit sharma,"Positive
"
72,kya yaar ek taraf india jit gayi uski khusi hai aur dusre taraf rohit virat and jaddu retire hogaye uska dukh hai,"Neutral
"
73,kuch be ho but ye world hamra tab hogya jab ham ne australia bahar kar diya ta can you agree with me,"Positive
"
74,jay shah script,"Neutral
"
75,the real player of the match is mba chai wala,"Neutral
"
76,jeet ki khushi se jyada dukh is baat ka ho raha hai ki hum abbb cricket rohit or virat ke bina dekhenge,"Negative
"
77,please like me also,"Positive
"
78,pahul bahi aap ki aawaj sunne ke liye kaan teres gye,"Negative
"
79,who is waiting for this video after winning the world cup,"Positive
"
80,congratulations for team india,"Positive
"
81,plz give me heart bro,"Positive
"
82,waiting from morning,"Neutral
"
83,rohirat happy retirement goat of indian cricket and king of indian cricket,"Positive
"
84,yessssssssss,"Positive
"
85,special credits to pahul ki andi mandi thru out this tournament,"Positive
"
86,india player always great,"Positive
"
87,we have done it,"Positive
"
88,itne kushi aur thoda dukh,"Neutral
"
89,bhai qna karo,"Neutral
"
90,bhai virat kohli retirement be bad kya hoga pakistan,"Neutral.
"
91,pahul big fan please reply to this comment,"Positive
"
92,surya catchmatch,"Neutral
"
93,ab tak kha tha,"Neutral
"
94,i want to become the first who open this vedio and first to comment,"Positive
"
95,finally pahul video,"Positive
"
96,bohot der se wait tha iss video ka,"Positive
"
97,wyy no one is here,"Negative
"
98,yooo,"Positive
"
99,first please pin,"Neutral
"
100,who is this guy every time i see him just cry cry,"Negative
"
101,ye wo,"Neutral
"
102,i see in my life a great person who is narendra modi ji he is my idole really indian people are lucky for pm modi love form love bangladesh,"Positive
"
103,modi nazi,"Negative
"
104,how many jabs did modi have none scumbag liar,"Negative
"
105,rohit bhai sab bhulgaye,"Negative
"
106,love you rohit sir big fan fan of rohit sharma hume yani team india ko ek bhi match harne nahi diya aapne,"Positive
"
107,radha radha ji,"Neutral
"
108,radha krishna ji,"Positive
"
109,narendra modi ji tusi great ho,"Positive
"
110,what a emotional recordthanks team india and our pm,"Positive
"
111,jab teem asi ho na to maza aata hai great pm,"Positive
"
112,i love you my india cricket team,"Positive
"
113,sehi pakda sir,"Positive
"
114,bohut acha bat bohut acha,"Positive
"
115,sad i not understand hindi,"Negative
"
116,chahal be like mai hi kyu,"Neutral
"
117,jai mata pita dadi baba ke jai ho,"Positive
"
118,jo subscribe nhi karega bhagvan kasam vo bhi exam me fail ho jayega,"Negative
"
119,very nice mitigpreminishtarmodigi,"Positive
"
